x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sc (eV),V_sc error (eV),synthetic
-0.2692800000000002,0.2574136836638238,333902735476.8085,129039378642.83296,5.001229435635572,1.2768839087179753,-0.0378022931509656,0.3999117392050573,-13.729887697153792,2.560768798213818,False
-0.14993999999999996,0.3265249837726353,332820440032.7468,305299144453.31824,7.735659842092375,3.679678623220344,-0.0461028188770659,1.3510218775340024,-9.753787391954813,9.724238234099712,False
-0.13311000000000028,0.3159247328945943,387373625465.2782,328356018160.7673,9.190142191587642,2.8865877571821645,-0.0582054180429455,1.6442332814795155,-6.287453266928481,9.08488685708096,False
0.0,0.2679043210855842,344484269787.02496,299349355579.5735,7.8161891405577455,3.222723326674946,-0.0479512424136704,1.374462638685488,-10.406586292704484,8.919069095738879,False
0.13311000000000028,0.3159247328945943,387373625465.2782,328356018160.7673,9.190142191587642,2.8865877571821645,-0.0582054180429455,1.6442332814795155,-6.287453266928481,9.08488685708096,False
0.14993999999999996,0.3265249837726353,332820440032.7468,305299144453.31824,7.735659842092375,3.679678623220344,-0.0461028188770659,1.3510218775340024,-9.753787391954813,9.724238234099712,False
0.2692800000000002,0.2574136836638238,333902735476.8085,129039378642.83296,5.001229435635572,1.2768839087179753,-0.0378022931509656,0.3999117392050573,-13.729887697153792,2.560768798213818,False
0.2876399999999997,0.2806819588449292,370732000752.41675,367468716495.9091,6.934794085524139,3.630980159595813,-0.0487935972317252,1.325614369714709,-7.492208442327312,9.654081542235534,False
0.4100399999999995,0.2499663549898005,341903453125.5841,342883272203.4043,3.6469591324783193,2.166666538016711,-0.0336075346002226,0.7173113202816552,-11.10973516969535,4.938444024797813,False
0.5354999999999999,0.3247005848334902,301351475387.6617,294072122119.5475,6.811035158780152,3.8872506355729826,-0.0393306431212869,0.9151301889752638,-4.364167443246801,9.755568193637783,False
0.6854399999999998,0.2930318438710717,238051004833.0667,265308904854.7041,6.92222093370546,3.844818280817111,-0.0313043901397008,0.8655557931810899,-4.747762947541613,10.30275479093748,False
0.8323200000000002,0.2520948752947725,272049299086.88565,262004374276.55615,5.091708850722636,3.3633345063926186,-0.0310518998056101,0.6261516169174618,-6.7860024258087295,7.791048928742799,False
0.9715499999999997,0.3282536176481166,243207125247.75543,266568006029.08624,4.073703706878575,3.596446488891347,-0.0251060620194495,0.5782491363743201,-10.329983038360744,7.694611552395719,False
1.1153700000000004,0.3001229887822235,207112506648.7948,171427387203.61526,8.914905495084124,3.7029368054710474,-0.0306748605460071,0.5405107713510142,4.827221423040769,10.221113770442464,False
1.2423599999999997,0.2544858125123174,194776022291.3987,167579175170.94598,10.042982404490406,3.985300906506082,-0.0305270981422156,0.5977677685625774,6.799265050383905,11.59410041873382,False
1.3984199999999998,0.3590922015013212,203604365697.6364,148651011241.06302,6.1761181339041205,2.207008069745056,-0.0253931970043841,0.3380988102324088,-0.1863323451043156,5.793796876923002,False
1.5238800000000001,0.2688422157085255,163864437351.82993,148659056347.56018,7.489479500834377,3.8997457118261254,-0.0223569339688169,0.4116185599114078,1.3907867299952197,10.143826775914986,False
1.6416899999999996,0.2723498994274839,190049576876.30447,122428694119.61954,5.724392846634089,2.70954814490738,-0.0228867272564339,0.2201915005424141,1.2989765093318122,6.461401441850681,False
1.7931600000000003,0.3574443103879052,146795428531.41013,103745188435.94292,8.69904234174598,2.763603342460657,-0.0214907775899962,0.300920811378965,5.828155668124857,8.180377670746704,False
1.94616,0.2233477083558175,148647367421.0915,95843083632.30193,10.47459168186368,3.925528624895638,-0.023769480896726,0.3159154547319056,9.958958036996288,10.967108178136565,False
2.05785,0.2863975811492087,135613064962.20332,98934913670.043,4.314507529930091,1.975322742032902,-0.0143630197028683,0.1838597537854265,-5.342296241563269,4.5604175542043155,False
2.2123800000000005,0.3677837315252357,135328648737.32529,76329167829.77296,6.449808766147504,2.068648416374012,-0.0172204486573079,0.16234352410654,2.0259732600120803,5.385521600245015,False
2.3607899999999997,0.2169439333255352,124134192663.15398,84856712598.70804,3.0561145512866363,1.474497297236852,-0.0112991971091302,0.1278927000637287,-8.211440344854324,3.2532634673056204,False
2.49237,0.3179730172736887,132961367527.3476,74983691954.18704,3.207607868674553,1.298646008056641,-0.0123577857210972,0.1076444682504934,-6.627483961788165,2.8604385956651095,False
2.6254799999999996,0.361122870468531,99785492363.70296,57418174751.29942,6.354552437928665,2.131373231953341,-0.0126102949817731,0.1248002725693963,1.2022270491132665,5.4849619623436645,False
2.758589999999999,0.1683288465300336,95190772681.92406,57427147487.78876,8.151484434071419,2.5885750060309025,-0.0135147637130983,0.1600048567734092,4.197350148290949,7.252286909853234,False
2.91312,0.3363562855784178,101698703509.78174,66697490522.44743,3.37217405221236,1.5082185112789317,-0.0096596444484974,0.0988750647768885,-6.226658210692068,3.3989632833471957,False
3.0401099999999994,0.3265566060874398,129546132060.50084,82852109046.75229,1.6451484364168711,1.1787014357949104,-0.0091584381052345,0.0765165911883072,-9.556649534845546,2.228513430781912,False
3.1655699999999998,0.1693533530114572,84418568677.00586,73089355345.8242,2.145535848823627,1.5287398067341171,-0.006627703928291,0.0860352189952864,-9.473661287580864,3.1219672465182313,False
3.3093899999999996,0.4090441927903103,86529328035.33815,66504583156.96473,2.9689453780824,1.4988949112833772,-0.0077791178603643,0.0908899506240636,-6.927127313849876,3.389861715820658,False
3.4532100000000003,0.368241205924272,67503779250.50584,60830163419.35595,4.162489458668262,2.694420110951836,-0.007035667532994,0.1074469367788619,-5.41412861624963,6.260021961578632,False
3.6153899999999997,0.1637664013468317,70321655574.00606,48166055775.39931,4.774602137651257,1.776710815515675,-0.0077956481534335,0.084078240841236,-1.909684133816361,4.587127416546359,False
3.7224900000000005,0.3365201198293013,65251711297.05094,47953535184.98782,4.9968474888921195,1.7598529627164785,-0.0073844310439634,0.0839451854093146,-0.84151708633643,4.756937212364865,False
3.9091500000000003,0.4334613020634363,56125399110.84865,44397297818.30642,6.573008072146829,2.47821240896765,-0.0072049307140288,0.099856299981169,1.7631796757686822,7.022640628502818,False
4.019310000000001,0.1921630782221714,58543118140.21983,44150220434.74672,5.110319741509572,2.832934703188283,-0.0066932638666519,0.0696665608792541,0.6843781655904876,6.837860176512013,False
4.140180000000001,0.2453799524424003,50819846491.236755,40884472335.46653,3.86429528294009,1.442525038580817,-0.0051245850095843,0.0580454390399408,-2.770066695605137,4.035356469993935,False
4.276349999999999,0.4391720865195155,77286151066.90382,55749689922.16122,2.17607489793339,1.4995664772638149,-0.0061026589694657,0.0514289791807097,-6.152221135754736,2.9583236342648127,False
4.455359999999999,0.3296241923440305,58076287728.35701,50500202995.71864,2.455328280865937,1.275642112419621,-0.0048191451000816,0.0501094732553013,-4.952467908611563,2.903806188482178,False
4.588469999999999,0.1445929926959193,63046742310.28142,40334914537.551636,2.9262132395200635,1.0184603627808158,-0.0056329790384806,0.0371377472695295,-1.7803258417756616,2.355456380154729,False
4.689449999999999,0.2746937202632497,47297538761.8575,36198201846.41304,4.210103430215103,1.5224995121162337,-0.0049547535033354,0.0485627944894775,-0.4446743392053053,4.185876060985682,False
4.850099999999999,0.4021823046983767,55131503063.39861,30132323420.444702,5.31952321043576,1.9016261133380177,-0.0064196570054656,0.0379209214726781,4.656695645559039,4.60789643450346,False
4.99545,0.2987866436926373,51978600902.976616,35960269838.13992,2.5116274248738324,1.3603949918136211,-0.0043540508501739,0.0243155057797176,-0.9652222664513256,2.753467926893345,False
5.13162,0.2091202226740376,52577274874.08167,29144599083.69738,3.2242109495703155,1.8093738261563208,-0.0048976020995199,0.0207897899159199,1.1744031077107453,4.010743208628267,False
5.258609999999999,0.2628987180776144,24522974773.24234,24337917746.644363,2.8805366928953435,1.327504028668033,-0.0021763777039285,0.0196025052867056,-0.5692729408115901,3.67133401169008,False
5.3856,0.3091242009384015,54216933006.04476,29521511007.13461,2.3844254708348394,1.553642599747297,-0.0044446022004759,0.0145095942011818,0.2861356215840015,3.3471039963919234,False
5.53707,0.2585448783042478,19706664895.96768,25637694714.251637,2.184674212000696,1.4371924599989554,-0.001558573245404,0.0162905937697732,-1.6009114811868663,3.5522687193972344,False
5.65335,0.2581375089271945,30678132940.81488,22603522319.299183,2.5431638729573014,1.1911658607225155,-0.002583211018559,0.0122195567118055,1.0364375881318602,2.558051934785346,False
5.792579999999999,0.2744579573064191,22273439593.7624,23695965440.346703,3.126431037069973,2.112648103821903,-0.0020473650703212,0.0194999394804941,0.1113682951884683,4.920955858982394,False
5.940989999999999,0.2971232451447458,37920966290.34291,25225306265.194397,2.93043586785944,2.4966802253139915,-0.0033901767198198,0.0112906008445052,2.846597132872059,5.574750170247761,False
6.104699999999999,0.285242029054423,5338620441.025417,22113230259.638393,1.568566491136936,3.331848678051526,-0.0003706227526064,0.0084960656947246,-0.8478772133752911,9.983500299530812,False
6.240869999999999,0.3148731000590723,14177937518.731144,42527236429.55337,0.5082297213473859,4.549926047706592,-0.000687165102102,0.0021091409444474,0.2902549944523927,10.903529711830773,False
6.40611,0.2824779282657755,17829752410.35909,56337709886.29108,0.4970869263858282,5.256055771271127,-0.0008593698502742,0.0020184878400407,0.5035270312585834,12.967893714700368,False
6.51933,0.2458855836188262,14402854363.446093,59239987724.24739,0.421429964436078,6.506809603417028,-0.0006673413329725,0.001982689124885,0.1664769873817056,16.702156173779194,False
