# ********************
time (s),Line brightness (a.u.)
1e-06,0.9313204787534649
0.02000100000000002,2.9243633364640944
0.040001000000000037,3.1291784087291528
0.060001000000000054,3.272641920955901
0.08000100000000007,-2.426550142822723
0.10000100000000009,-2.417090759621318
0.12000100000000011,1.3028114366327064
0.14000100000000013,-0.8425039141179018
0.16000100000000014,-0.6416842658071046
0.18000099999999994,-0.3092225791804596
0.20000099999999996,0.21271377828240745
0.22000099999999997,-3.4440019301638687
0.240001,0.7033927231566368
0.260001,4.09636610323167
0.280001,-0.18612917556063524
0.300001,0.795082746905517
0.32000100000000004,-0.6525748619776425
0.34000100000000005,3.5925200890359643
0.36000100000000007,3.588255698654821
0.3800010000000001,2.0237324522547877
0.4000010000000001,-0.14534162537979434
0.4200009999999999,3.541172044937119
0.4400009999999999,1.2746776008675065
0.46000099999999994,2.3998905650489455
0.48000099999999996,1.8236218659619072
0.500001,0.8427573358436962
0.520001,1.5918533155775352
0.5400010000000001,1.2540287967787944
0.5600010000000001,5.050278637189337
0.5800010000000001,5.884570187771313
0.6000010000000001,-0.7175634581129767
0.6200010000000001,6.2960241376241735
0.6400010000000002,1.4047462904037493
0.6600010000000002,3.359413047472841
0.6800010000000002,2.933958125029152
0.7000010000000002,5.758441193504899
0.7200010000000002,-0.4330836658112228
0.7400010000000002,3.3078370005423827
0.7600010000000003,2.2068220247223724
0.7800010000000003,-0.27364613234200474
0.8000010000000003,-1.0958796834875986
0.8200009999999999,7.311710713040847
0.8400009999999999,2.802630194567959
0.8600009999999999,3.9924461071152795
0.8800009999999999,2.9218155056803874
0.9000009999999999,-1.5093911070207733
0.920001,0.9715461214149503
0.940001,0.27989414532312895
0.960001,2.37117791173474
0.980001,5.134186146945342
1.000001,6.979858707094959
1.020001,7.742814216005067
1.040001,6.596020943959149
1.060001,12.847452505984775
1.080001,6.839992943368335
1.100001,20.754189757527257
1.120001,18.783401274303944
1.140001,6.272695493951024
1.160001,11.030409574944683
1.180001,19.7995027540207
1.200001,7.508306786275913
1.2200010000000001,11.664729759593767
1.2400010000000001,9.463474526243882
1.2600010000000001,8.201368469606903
1.2800010000000002,2.9853584489020335
1.3000010000000002,6.428757145661644
1.3200009999999998,16.107385289440973
1.3400009999999998,6.038852280319856
1.3600009999999998,5.701149758004008
1.3800009999999998,11.460976401051195
1.4000009999999998,4.1336194876978665
1.4200009999999998,13.835225214528478
1.4400009999999999,11.814596373420015
1.4600009999999999,8.232032813718366
1.480001,15.321565879661017
1.500001,5.5262939842963
1.520001,5.9103369916805395
1.540001,7.549526675281869
1.560001,13.53839901083757
1.580001,5.857007923145379
1.600001,9.156510089747796
1.620001,21.07267035374588
1.640001,10.882068498321317
1.660001,11.85104813891618
1.680001,6.368031171933402
1.700001,11.013315559125289
1.7200010000000001,15.671100967138
1.7400010000000001,14.244287599829722
1.7600010000000001,26.52542474241801
1.7800010000000002,14.794923149035322
1.8000010000000002,2.1469801458562254
1.8200010000000002,9.045571217159287
1.8400009999999998,7.983476393505811
1.8600009999999998,15.681787995984344
1.8800009999999998,18.47155483515191
1.9000009999999998,7.3636862890842325
1.9200009999999998,6.033187261181668
1.9400009999999999,10.486220225475092
1.9600009999999999,5.127055061433247
1.980001,21.847648577556892
2.000001,11.592098864292153
2.020001,15.603769177412714
2.040001,14.394870737461268
2.060001,10.307490185524898
2.080001,14.76245954704542
2.1000010000000002,17.034368108799974
2.1200010000000002,29.42359037358581
2.1400010000000003,51.69536785938332
2.1600010000000003,67.15493706909959
2.1800010000000003,118.1107542512355
2.2000010000000003,323.64642782344066
2.2200010000000003,295.20137468715984
2.2400010000000004,240.50711157493802
2.2600010000000004,376.1342684992677
2.2800010000000004,387.5583685330482
2.3000010000000004,26.577437854781955
2.3200010000000004,12.840974936208143
2.340001,10.794409554397978
2.360001,-0.15662513696776803
2.380001,-3.6428721000417137
2.400001,4.48510014560054
2.420001,1.4390004576137256
2.440001,0.032916849206989986
2.460001,1.2682800980386697
2.480001,4.767505723493847
2.500001,0.4851698531624743
2.5200010000000006,2.154841570642543
2.540001,-0.8804094932136006
2.5600010000000006,3.039574826992367
2.580001,-1.9346051370611903
2.600001,9.363035488450071
2.6200010000000002,2.1678471142749407
2.640001,4.546889836905246
2.6600010000000003,0.6652033911332781
2.680001,11.834211318207334
2.7000010000000003,13.091824605907593
2.720001,5.487819868625576
2.7400010000000004,2.936452424372965
2.760001,8.964790596932659
2.7800010000000004,6.11385802751552
2.800001,34.16675157454723
2.8200010000000004,62.432610859068625
2.840001,60.758351814396235
2.8600010000000005,53.26002928265651
2.880001,44.47653461820685
2.9000010000000005,48.06252613796089
2.920001,30.29040363580412
2.9400010000000005,20.016438590160885
2.960001,20.000036838382453
2.9800010000000006,24.797229717479134
3.000001,17.051393939278647
3.0200010000000006,19.385530764237593
3.040001,25.727140742978648
3.0600010000000006,1.9720198742651587
3.080001,6.4220014359242885
3.1000010000000007,15.114952398069887
3.1200010000000002,24.72265496950098
3.140001,19.109530280994715
3.1600010000000003,19.541386483830692
3.180001,4.519842553103786
3.2000010000000003,10.94664922070691
3.220001,6.946598448017997
3.2400010000000004,21.092108747285838
3.260001,3.050182705315515
3.2800010000000004,8.982812584346258
3.300001,8.307720641628876
3.3200010000000004,13.20447216374619
3.340001,5.329877683728119
3.3600010000000005,12.95769417985354
3.380001,11.86385330325941
3.4000010000000005,10.092710813313312
3.420001,17.14105254898734
3.4400010000000005,5.677023181663159
3.460001,17.18956341580356
3.4800010000000006,20.077854662374282
3.500001,22.13211321822874
3.5200010000000006,7.326655317400747
3.540001,8.654825861011217
3.5600010000000006,15.47523234583272
3.580001,10.133804585853035
3.6000010000000007,3.932432015071703
3.6200010000000002,8.597275045180234
3.640001,14.553265662803412
3.6600010000000003,13.75732116329674
3.680001,19.087226393081245
3.7000010000000003,-1.2846210124957602
3.720001,6.180284158140306
3.7400010000000004,4.628500232154384
3.760001,13.826691111076459
3.7800010000000004,6.449258540104795
3.800001,4.712986345859056
3.8200010000000004,7.3120898891962405
3.840001,16.166580211895198
3.8600010000000005,4.806932262682852
3.880001,4.904229582367273
3.9000010000000005,13.63156620917882
3.920001,17.62834904668362
3.9400010000000005,3.1764810992602204
3.960001,8.56957322695089
3.9800010000000006,17.14153816244062
4.000001,10.09762301961125
4.020001000000001,14.26936225273818
4.040001,5.857954067096223
4.060001000000001,4.064819240183757
4.080001,2.710957231353165
4.100001000000001,7.950707025197737
4.120001,9.34322632765557
4.140001,10.592965003198367
4.160001,2.7503194680454435
4.180001,1.6216773622808942
4.200001,8.23175840468813
4.220001,2.6623050595596105
4.240001,8.149113606167525
4.260001,3.8697963668314492
4.280001,4.365765922704593
4.300001,2.2298748493054292
4.320001,0.3569058499465561
4.340001,3.239812201323848
4.3600010000000005,2.4216184887054486
4.380001,5.960640408868548
4.4000010000000005,2.48593088880381
4.420001,5.307779768990412
4.4400010000000005,-3.0356640487839854
4.460001,4.79299862618049
4.480001000000001,-1.829920726362589
4.500001,-0.9963114345813829
4.520001000000001,4.6646074298030955
4.540001,-0.6771946195815989
4.560001000000001,1.7174811393640415
4.580001,6.904075726601834
4.600001000000001,1.4465073249370253
4.620001,0.8077472416893546
4.640001000000001,-4.021770625096871
4.660001,-3.7345173601586445
4.680001,3.9231741917056553
4.700001,1.196242009694846
4.720001,1.4140237286694006
4.740001,0.980210699573118
4.760001,3.2696315107005702
4.780001,1.3070130220458829
4.800001,4.155362627335414
4.820001,1.947823539135791
4.840001,3.470542125273342
4.8600010000000005,-2.976209466556353
4.880001,0.6900210133084674
4.9000010000000005,0.8588094407929856
4.920001,0.9766799728355391
4.9400010000000005,6.359003163609042
4.960001,-1.5987011914205933
4.980001000000001,-3.0497203149420735
5.000001,2.778960870751828
5.020001000000001,-1.1064156824681786
5.040001,1.779159604374278
5.060001000000001,-1.1171302762144433
5.080001,-3.5572344859582996
5.100001000000001,3.0866119830325354
5.120001,-1.212457577498754
5.140001000000001,0.9032704251939478
5.160001,-0.7102789696470606
5.180001,4.0979565880998035
5.200001,-0.2346479956860903
5.220001,-5.3022007610031645
5.240001,2.154818443238539
5.260001,2.4263866165536006
5.280001,-1.8012139430856746
5.300001,-0.5541779395151037
5.320001,0.2726345673809766
5.340001,-1.639768259364979
5.3600010000000005,-2.714318845027994
5.380001,-2.1594822644732394
5.4000010000000005,0.03754657961214747
5.420001,2.625467426313774
5.4400010000000005,5.437044503406648
5.460001,0.748529248394451
5.480001000000001,-0.3337434897015547
5.500001,-4.326182513208467
5.520001000000001,4.886201143754698
5.540001,3.2844330633088843
5.560001000000001,-0.4450461334539114
5.580001,-2.125076233929969
5.600001000000001,-0.43176827064405043
5.620001,-1.670058653338263
5.640001000000001,3.5141073887816283
5.660001,-0.7693554847019337
5.680001,0.8953841818478556
5.700001,1.2276638611166777
5.720001,-0.2650462891826299
5.740001,2.337533040911966
5.760001,4.553749592402317
5.780001,-1.6032770510954266
5.800001,0.8546009719828149
5.820001,-0.11417995027593617
5.840001,0.17173851587219147
5.8600010000000005,4.115118451560123
5.880001,0.36027420473090266
5.9000010000000005,3.5312362586608104
5.920001,0.5093699289155501
5.9400010000000005,-0.5570304460814754
5.960001,-0.4532732016465031
5.980001000000001,3.8306123683769617
6.000001,-1.1632486826752737
6.020001000000001,-0.5555376956980873
6.040001,1.2511242518041714
6.060001000000001,1.2170709237389992
6.080001,-0.2774338179875756
6.100001000000001,-2.0610735284672894
6.120001,2.2354696689341256
6.140001000000001,2.6223703962435874
6.160001,-0.13398765789123973
6.180001,0.3670531307251932
6.200001,0.505219547955093
6.220001,-0.5417025030758456
6.240001,1.4840133982481665
6.260001,4.84816503966181
6.280001,-0.04958374029956503
6.300001,-0.9413078117009934
6.320001,-2.347538775004344
6.340001,2.5929198657200314
6.3600010000000005,2.148749152198582
6.380001,1.6500442201280916
6.4000010000000005,-2.919161421447667
6.420001,-1.016363574527582
6.4400010000000005,7.907653758486088
6.460001,-0.9002707748248521
6.480001000000001,-0.5304773606193016
6.500001,0.40076334261274127
6.520001,3.6165665840969448
6.540001000000001,1.8642230136777775
6.560001000000001,-2.2471652900805466
6.580001,0.9499879553601104
6.600001,4.070004322707851
6.620001000000001,1.3875194960945092
6.640001000000001,6.981057507545562
6.660001,3.8575351594222087
6.680001,-0.11944489095433797
6.700000999999999,0.5581342323184123
6.720001000000001,2.7025237142450425
6.740001,0.007474871060312804
6.760001,2.0161725343321315
6.7800009999999995,3.109465396609305
6.800001000000001,-0.9013655178052787
6.820001,0.6367710164182446
6.840001,3.513185888026494
6.860001,1.129018292844075
6.880001000000001,0.8303034988470186
6.9000010000000005,4.297788243248772
6.920001,7.54465975792729
6.940001,5.561096697632291
6.960001000000001,1.264556123309481
6.980001000000001,2.2391112575149177
7.000001,-1.1388564198572417
7.020001,3.681418835453284
7.040001000000001,3.3492618883510086
7.060001000000001,3.348674700921814
7.080001,2.101711661864868
7.100001,-2.3085093644267705
7.120001000000001,4.7666743985367726
7.140001000000001,2.407370169772011
7.160001,0.24439402977001146
7.180001,4.720712906589765
7.200001000000001,-1.3090500170907382
7.220001000000001,-1.780320567868998
7.240001,7.290558942703391
7.260001,1.1185807383752555
7.2800009999999995,0.7203601549971623
7.300001000000001,-1.4375979536538697
7.320001,5.385874970560062
7.340001,1.7630502923076052
7.360001,1.5417378473648093
7.380001000000001,1.6599264397811364
7.4000010000000005,3.8791629012507025
7.420001,1.7226259104769608
7.440001,0.3141920000028715
7.460001000000001,0.47448713193471714
7.480001000000001,-0.42279275978220743
